species	type_var	chromosome	start	end	gff_upmost_parent	gene_name	Scerevisiae_orthologs	selection_score_S	fdr_p_S	orthofinder_orthocluster	n_types_vars_in_species_orthogroup	n_species_orthogroup	description	biological_process_GO	molecular_function_GO	cellular_component_GO	fraction_clusters_w_selection	fraction_strains_w_selection	total_number_clusters	total_number_strains	significant_selection
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	29708	30205	C3_00230C_A			0.20717542803062888		OG0005930	1	1	Putative protein of unknown function; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis; regulated by Ssn6	GO:0008150 (biological_process)	GO:0003674 (molecular_function)	GO:0005575 (cellular_component)	0.3835616438356164	0.1419141914191419	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	48915	49538	C3_00350W_A	TPT1	TPT1	0.20717542803062888		OG0001262	1	1	tRNA 2'-phosphotransferase; enzyme of tRNA splicing; functionally complements viability of S. cerevisiae tpt1 null mutant	GO:0006388 (tRNA splicing, via endonucleolytic cleavage and ligation)	GO:0000215 (tRNA 2'-phosphotransferase activity), GO:0003950 (NAD+ ADP-ribosyltransferase activity), GO:0016740 (transferase activity)	GO:0005634 (nucleus), GO:0005737 (cytoplasm)	0.3835616438356164	0.1419141914191419	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	70068	71693	C3_00490W_A	ESA1	ESA1	0.20717542803062888		OG0003749	1	1	Subunit of the NuA4 histone acetyltransferase complex; member of MYST family; Spider biofilm induced	GO:0000183 (rDNA heterochromatin assembly), GO:0001207 (histone displacement), GO:0006281 (DNA repair), GO:0006302 (double-strand break repair), GO:0006354 (DNA-templated transcription, elongation), GO:0006355 (regulation of transcription, DNA-templated), GO:0006357 (regulation of transcription by RNA polymerase II), GO:0016239 (positive regulation of macroautophagy), GO:0016573 (histone acetylation), GO:0018394 (peptidyl-lysine acetylation), GO:0031452 (negative regulation of heterochromatin assembly), GO:0031453 (positive regulation of heterochromatin assembly), GO:0032968 (positive regulation of transcription elongation from RNA polymerase II promoter), GO:0033554 (cellular response to stress), GO:0034508 (centromere complex assembly), GO:0043967 (histone H4 acetylation), GO:0043973 (histone H3-K4 acetylation), GO:0044182 (filamentous growth of a population of unicellular organisms), GO:0048478 (replication fork protection), GO:0051726 (regulation of cell cycle), GO:1900376 (regulation of secondary metabolite biosynthetic process)	GO:0003712 (transcription coregulator activity), GO:0004402 (histone acetyltransferase activity), GO:0010485 (H4 histone acetyltransferase activity), GO:0034212 (peptide N-acetyltransferase activity), GO:0044016 (histone acetyltransferase activity (H3-K4 specific)), GO:0140068 (histone crotonyltransferase activity)	GO:0000790 (chromatin), GO:0031618 (pericentric heterochromatin), GO:0032777 (Piccolo NuA4 histone acetyltransferase complex), GO:0035267 (NuA4 histone acetyltransferase complex)	0.3835616438356164	0.1419141914191419	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1013238	1015511	C6_04550C_A		YPR003C	0.20679328552289386		OG0001328	1	1	Putative sulfate permease; S. cerevisiae ortholog YPR003C localizes to the endoplasmic reticulum; regulated by Sef1p-, Sfu1p-, and Hap43p	GO:0008272 (sulfate transport), GO:0055085 (transmembrane transport)	GO:0008271 (secondary active sulfate transmembrane transporter activity), GO:0015116 (sulfate transmembrane transporter activity)	GO:0016020 (membrane), GO:0016021 (integral component of membrane)	0.4383561643835616	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1015669	1016658	C6_04560W_A		AIM45	0.20679328552289386		OG0001388	1	1	Putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-alpha; Spider biofilm repressed	GO:0008150 (biological_process)	GO:0003674 (molecular_function), GO:0009055 (electron transfer activity), GO:0050660 (flavin adenine dinucleotide binding)	GO:0005739 (mitochondrion)	0.4383561643835616	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	62513	63145	C3_00430W_A	EST3	EST3	0.20512367491166078		OG0001092	1	1	Telomerase subunit; required for telomere maintenance in vivo; separable roles in telomerase activity and processivity; not required for catalytic activity in vitro; related to mammalian Tpp1p	GO:0007004 (telomere maintenance via telomerase), GO:0032203 (telomere formation via telomerase), GO:0032508 (DNA duplex unwinding), GO:0051973 (positive regulation of telomerase activity)	GO:0003720 (telomerase activity), GO:0003924 (GTPase activity), GO:0033677 (DNA/RNA helicase activity), GO:0042162 (telomeric DNA binding)	GO:0000781 (chromosome, telomeric region), GO:0005634 (nucleus), GO:0005697 (telomerase holoenzyme complex)	0.3698630136986301	0.1419141914191419	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	30220	31575	C3_00240C_A	GLO3	GLO3	0.20363636363636367		OG0001035	1	1	Putative ARF GTPase activator; role in COPI coating of Golgi vesicle, ER to Golgi vesicle-mediated transport, retrograde Golgi to ER vesicle-mediated transport; Spider biofilm repressed	GO:0006888 (endoplasmic reticulum to Golgi vesicle-mediated transport), GO:0006890 (retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum), GO:0048205 (COPI coating of Golgi vesicle)	GO:0005096 (GTPase activator activity), GO:0008270 (zinc ion binding)	GO:0030126 (COPI vesicle coat), GO:0030137 (COPI-coated vesicle)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	31718	32992	C3_00250C_A	TIM44	TIM44	0.20363636363636367		OG0000978	1	1	Protein involved in transport across membranes; Spider biofilm repressed	GO:0030150 (protein import into mitochondrial matrix)	GO:0030674 (protein-macromolecule adaptor activity), GO:0051087 (chaperone binding)	GO:0001405 (PAM complex, Tim23 associated import motor), GO:0005886 (plasma membrane)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	46161	48251	C3_00330W_A	UTP8	UTP8	0.20363636363636367		OG0002396	1	1	Essential nucleolar protein; involved in tRNA export from the nucleus and ribosomal small subunit biogenesis; physically interacts with TAP-tagged Nop1; Spider biofilm induced	GO:0000462 (maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0006409 (tRNA export from nucleus), GO:0045943 (positive regulation of transcription by RNA polymerase I)	GO:0000049 (tRNA binding), GO:0034511 (U3 snoRNA binding)	GO:0005730 (nucleolus), GO:0032040 (small-subunit processome), GO:0033553 (rDNA heterochromatin), GO:0034455 (t-UTP complex)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	63988	65094	C3_00450C_A		RML2	0.20363636363636367		OG0002631	1	1	Ortholog(s) have structural constituent of ribosome activity, role in mitochondrial translation and mitochondrial large ribosomal subunit localization	GO:0006412 (translation), GO:0032543 (mitochondrial translation)	GO:0003723 (RNA binding), GO:0003735 (structural constituent of ribosome), GO:0016740 (transferase activity)	GO:0005762 (mitochondrial large ribosomal subunit), GO:0005840 (ribosome), GO:0015934 (large ribosomal subunit)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	65437	66054	C3_00460W_A	ATP5	ATP5	0.20363636363636367		OG0002523	1	1	Putative F0-ATP synthase FO subunit B; caspofungin repressed; protein level decreased in stationary phase yeast cultures; Spider biofilm repressed	GO:0015986 (ATP synthesis coupled proton transport)	GO:0046933 (proton-transporting ATP synthase activity, rotational mechanism)	GO:0000274 (mitochondrial proton-transporting ATP synthase, stator stalk), GO:0016020 (membrane)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	66463	67896	C3_00470W_A		TED1	0.20363636363636367		OG0000819	1	1	Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006506 (GPI anchor biosynthetic process), GO:0006888 (endoplasmic reticulum to Golgi vesicle-mediated transport)	GO:0016787 (hydrolase activity)	GO:0005575 (cellular_component)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	68046	68837	C3_00480C_A	DOT5	DOT5	0.20363636363636367		OG0000988	1	2	Putative nuclear thiol peroxidase; alkaline downregulated; sumoylation target; Spider and flow model biofilm induced	GO:0034599 (cellular response to oxidative stress), GO:0045454 (cell redox homeostasis)	GO:0008379 (thioredoxin peroxidase activity), GO:0016209 (antioxidant activity), GO:0016491 (oxidoreductase activity)	GO:0005634 (nucleus)	0.3835616438356164	0.13861386138613863	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1025130	1026875	C6_04620C_A	NAG4		0.2014131405831235		OG0000183	1	2	Putative transporter; fungal-specific; similar to Nag3p and to S. cerevisiae Ypr156Cp and Ygr138Cp; required for wild-type mouse virulence and wild-type cycloheximide resistance; gene cluster encodes enzymes of GlcNAc catabolism	GO:0008645 (hexose transmembrane transport), GO:0015749 (monosaccharide transmembrane transport), GO:0035690 (cellular response to drug), GO:0055085 (transmembrane transport), GO:1990961 (xenobiotic detoxification by transmembrane export across the plasma membrane)	GO:0015145 (monosaccharide transmembrane transporter activity), GO:0022857 (transmembrane transporter activity), GO:0042910 (xenobiotic transmembrane transporter activity)	GO:0016020 (membrane), GO:0016021 (integral component of membrane)	0.4246575342465753	0.132013201320132	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	63282	63911	C3_00440W_A			0.19813853588688024		OG0005515	1	1	Ortholog of C. dubliniensis CD36 : Cd36_80400, Candida tropicalis NEW ASSEMBLY : CTRG1_06188, Candida tropicalis MYA-3404 : CTRG_06188 and Candida albicans WO-1 : CAWG_02379	GO:0008150 (biological_process)	GO:0003674 (molecular_function)	GO:0005575 (cellular_component)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	73019	74104	C3_00510W_A		ECM9	0.19813853588688024		OG0000893	1	1	Ortholog of S. cerevisiae : ECM9, C. glabrata CBS138 : CAGL0L02255g, C. dubliniensis CD36 : Cd36_80470, C. parapsilosis CDC317 : CPAR2_503390 and C. auris B8441 : B9J08_003812	GO:0008150 (biological_process)	GO:0003674 (molecular_function)	GO:0005575 (cellular_component)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	74279	74863	C3_00520W_A		UBC12	0.19813853588688024		OG0001169	1	1	Ortholog(s) have NEDD8 transferase activity and role in protein neddylation	GO:0045116 (protein neddylation)	GO:0016881 (acid-amino acid ligase activity), GO:0019788 (NEDD8 transferase activity)	GO:0005575 (cellular_component)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	74962	76422	C3_00530C_A		PAC1	0.19813853588688024		OG0002197	1	1	Ortholog(s) have microtubule binding, microtubule plus-end binding activity	GO:0007097 (nuclear migration), GO:0030473 (nuclear migration along microtubule), GO:0043935 (sexual sporulation resulting in formation of a cellular spore), GO:0048315 (conidium formation), GO:1903033 (positive regulation of microtubule plus-end binding), GO:2000574 (regulation of microtubule motor activity), GO:2000582 (positive regulation of microtubule motor activity, plus-end-directed)	GO:0005515 (protein binding), GO:0008017 (microtubule binding), GO:0051010 (microtubule plus-end binding)	GO:0005634 (nucleus), GO:0005816 (spindle pole body), GO:0005881 (cytoplasmic microtubule)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	77128	77889	C3_00540C_A	IST1	IST1	0.19813853588688024		OG0001784	1	1	Protein with a positive role in the multivesicular body sorting pathway; rat catheter biofilm repressed	GO:0015031 (protein transport), GO:0032511 (late endosome to vacuole transport via multivesicular body sorting pathway)	GO:0003674 (molecular_function)	GO:0005737 (cytoplasm), GO:0005768 (endosome)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	78180	80270	C3_00550C_A	HRK1	HRK1	0.19813853588688024		OG0000657	1	1	Putative serine/threonine kinase; predicted role in cellular ion homeostasis; Spider biofilm repressed	GO:0000122 (negative regulation of transcription by RNA polymerase II), GO:0006468 (protein phosphorylation), GO:0006808 (regulation of nitrogen utilization), GO:0006873 (cellular ion homeostasis)	GO:0004672 (protein kinase activity), GO:0004674 (protein serine/threonine kinase activity), GO:0004713 (protein tyrosine kinase activity), GO:0005524 (ATP binding)	GO:0005575 (cellular_component)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	81718	83028	C3_00560C_A	SOF1	SOF1	0.19813853588688024		OG0000281	1	2	Putative protein with a predicted role in 40S ribosomal subunit biogenesis; rat catheter biofilm induced	GO:0000462 (maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA))	GO:0003674 (molecular_function), GO:0005515 (protein binding)	GO:0005730 (nucleolus), GO:0032040 (small-subunit processome)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	83705	85030	C3_00570C_A		PSR1	0.19813853588688024		OG0000678	1	2	Predicted plasma membrane associated protein phosphatase; required for normal filamentous growth; mRNA binds She3 and is localized to hyphal tips	GO:0006470 (protein dephosphorylation), GO:0030447 (filamentous growth), GO:0061408 (positive regulation of transcription from RNA polymerase II promoter in response to heat stress), GO:0071472 (cellular response to salt stress), GO:1904262 (negative regulation of TORC1 signaling)	GO:0004721 (phosphoprotein phosphatase activity), GO:0016791 (phosphatase activity)	GO:0005886 (plasma membrane)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	97647	98375	C3_00610W_A		COG7	0.19813853588688024		OG0002699	1	1	Putative conserved oligomeric Golgi complex subunit; decreased transcription is observed upon fluphenazine treatment	GO:0006891 (intra-Golgi vesicle-mediated transport), GO:0032258 (cytoplasm to vacuole transport by the Cvt pathway)	GO:0003674 (molecular_function)	GO:0017119 (Golgi transport complex)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	98473	98888	C3_00620C_A		PET191	0.19813853588688024		OG0004066	1	1	Ortholog(s) have role in mitochondrial cytochrome c oxidase assembly and integral component of mitochondrial inner membrane, mitochondrial intermembrane space localization	GO:0033617 (mitochondrial cytochrome c oxidase assembly)	GO:0003674 (molecular_function)	GO:0005758 (mitochondrial intermembrane space), GO:0031305 (integral component of mitochondrial inner membrane)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	99338	103045	C3_00630W_A		RAV1	0.19813853588688024		OG0003135	1	1	Ortholog(s) have role in early endosome to late endosome transport, regulation of protein-containing complex assembly, vacuolar acidification and RAVE complex, cytoplasm, extrinsic component of membrane localization	GO:0007035 (vacuolar acidification), GO:0043254 (regulation of protein-containing complex assembly), GO:0045022 (early endosome to late endosome transport)	GO:0003674 (molecular_function), GO:0005515 (protein binding)	GO:0005737 (cytoplasm), GO:0019898 (extrinsic component of membrane), GO:0043291 (RAVE complex)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr5A_C_albicans_SC5314	18148	18882	C5_00160W_A			0.19813853588688024		OG0004172	1	1	Ortholog of C. dubliniensis CD36 : Cd36_50190, C. parapsilosis CDC317 : CPAR2_302680, C. auris B8441 : B9J08_004528 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_109949	GO:0008150 (biological_process)	GO:0003674 (molecular_function)	GO:0005575 (cellular_component)	0.3698630136986301	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1008502	1011345	C6_04530C_A		RTT10	0.19274556526343659		OG0002537	1	1	Ortholog(s) have tRNA (guanosine-2'-O-)-methyltransferase activity, role in endocytic recycling, tRNA methylation, wobble position ribose methylation and cytoplasm, endosome localization	GO:0002130 (wobble position ribose methylation), GO:0030488 (tRNA methylation), GO:0032456 (endocytic recycling)	GO:0005515 (protein binding), GO:0009020 (tRNA (guanosine-2'-O-)-methyltransferase activity)	GO:0005737 (cytoplasm), GO:0005768 (endosome)	0.3835616438356164	0.12871287128712872	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	1454762	1455369	C3_06360C_A	CYP5	CPR5	0.19171943497320995		OG0001698	1	1	Putative peptidyl-prolyl cis-trans isomerase; macrophage-downregulated protein level; protein level decrease in stationary phase cultures; predicted endoplasmic reticulum (ER) localization	GO:0000413 (protein peptidyl-prolyl isomerization), GO:0006457 (protein folding)	GO:0003755 (peptidyl-prolyl cis-trans isomerase activity)	GO:0005576 (extracellular region), GO:0005783 (endoplasmic reticulum), GO:0062040 (fungal biofilm matrix)	0.3287671232876712	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	1455629	1456801	C3_06370C_A		LCP5	0.19171943497320995		OG0002911	1	1	Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more	GO:0000447 (endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0000480 (endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA))	GO:0003674 (molecular_function)	GO:0005730 (nucleolus)	0.3287671232876712	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	1456914	1457699	C3_06380W_A	NSA2	NSA2	0.19171943497320995		OG0000418	1	1	Putative protein constituent of 66S pre-ribosomal particles; Hap43-induced; repressed by prostaglandins	GO:0000463 (maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0000466 (maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0042273 (ribosomal large subunit biogenesis)	GO:0003674 (molecular_function)	GO:0005634 (nucleus), GO:0030687 (preribosome, large subunit precursor)	0.3287671232876712	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	1457202	1457699	C3_06390W_A			0.19171943497320995		OG0005809	1	1	Protein of unknown function' Hap43-induced gene; repressed by prostaglandins	GO:0008150 (biological_process)	GO:0003674 (molecular_function)	GO:0005575 (cellular_component)	0.3287671232876712	0.1353135313531353	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1016757	1019129	C6_04570W_A	NAG6	SEY1	0.1882791959969468		OG0003363	1	1	Protein required for wild-type mouse virulence and wild-type cycloheximide resistance; putative GTP-binding motif; similar to S. cerevisiae Yor165Wp; in gene cluster that encodes enzymes of GlcNAc catabolism; no human or murine homolog	GO:0007029 (endoplasmic reticulum organization), GO:0008645 (hexose transmembrane transport), GO:0016320 (endoplasmic reticulum membrane fusion), GO:0035690 (cellular response to drug), GO:0061024 (membrane organization)	GO:0003924 (GTPase activity), GO:0005525 (GTP binding)	GO:0005783 (endoplasmic reticulum), GO:0005829 (cytosol), GO:0016020 (membrane), GO:0032541 (cortical endoplasmic reticulum)	0.410958904109589	0.12211221122112212	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1019276	1020757	C6_04580W_A	HXK1	HXK1	0.1882791959969468		OG0001536	1	1	N-acetylglucosamine (GlcNAc) kinase; involved in GlcNAc utilization; required for wild-type hyphal growth and mouse virulence; GlcNAc-induced transcript; induced by alpha pheromone in SpiderM medium	GO:0001678 (cellular glucose homeostasis), GO:0005975 (carbohydrate metabolic process), GO:0006000 (fructose metabolic process), GO:0006006 (glucose metabolic process), GO:0006013 (mannose metabolic process), GO:0006043 (glucosamine catabolic process), GO:0006046 (N-acetylglucosamine catabolic process), GO:0006096 (glycolytic process), GO:0030447 (filamentous growth), GO:0030448 (hyphal growth), GO:0032445 (fructose import), GO:0044114 (development of symbiont in host), GO:0044117 (biological process involved in interaction with host), GO:0044182 (filamentous growth of a population of unicellular organisms), GO:0044406 (adhesion of symbiont to host), GO:0046323 (glucose import), GO:1900239 (regulation of phenotypic switching)	GO:0004396 (hexokinase activity), GO:0005524 (ATP binding), GO:0005536 (glucose binding), GO:0016773 (phosphotransferase activity, alcohol group as acceptor), GO:0045127 (N-acetylglucosamine kinase activity)	GO:0005634 (nucleus), GO:0005737 (cytoplasm), GO:0005739 (mitochondrion), GO:0005829 (cytosol)	0.410958904109589	0.12211221122112212	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1021000	1021746	C6_04590C_A	NAG1		0.1882791959969468		OG0004641	1	1	Glucosamine-6-phosphate deaminase; required for normal hyphal growth and mouse virulence; converts glucosamine 6-P to fructose 6-P; reversible reaction in vitro; gene and protein is GlcNAc-induced; Spider biofilm induced	GO:0005975 (carbohydrate metabolic process), GO:0006043 (glucosamine catabolic process), GO:0006044 (N-acetylglucosamine metabolic process), GO:0006046 (N-acetylglucosamine catabolic process), GO:0030447 (filamentous growth), GO:0036180 (filamentous growth of a population of unicellular organisms in response to biotic stimulus), GO:0071216 (cellular response to biotic stimulus)	GO:0004342 (glucosamine-6-phosphate deaminase activity)	GO:0005575 (cellular_component)	0.410958904109589	0.12211221122112212	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1021987	1023228	C6_04600W_A	DAC1		0.1882791959969468		OG0004640	1	1	N-acetylglucosamine-6-phosphate (GlcNAcP) deacetylase; N-acetylglucosamine utilization; required for wild-type hyphal growth and virulence in mouse systemic infection; gene and protein are GlcNAc-induced; Spider biofilm induced	GO:0006043 (glucosamine catabolic process), GO:0006044 (N-acetylglucosamine metabolic process), GO:0006046 (N-acetylglucosamine catabolic process), GO:0009267 (cellular response to starvation), GO:0030447 (filamentous growth), GO:0036170 (filamentous growth of a population of unicellular organisms in response to starvation), GO:0036171 (filamentous growth of a population of unicellular organisms in response to chemical stimulus), GO:0036180 (filamentous growth of a population of unicellular organisms in response to biotic stimulus), GO:0071216 (cellular response to biotic stimulus), GO:0097316 (cellular response to N-acetyl-D-glucosamine)	GO:0008448 (N-acetylglucosamine-6-phosphate deacetylase activity), GO:0016787 (hydrolase activity), GO:0016810 (hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds)	GO:0005575 (cellular_component)	0.410958904109589	0.12211221122112212	73	303	True
Candida_albicans	DUP	Ca22chr6A_C_albicans_SC5314	1023237	1024922	C6_04610C_A	NAG3		0.1882791959969468		OG0000183	1	2	Putative MFS transporter; similar to Nag4; required for wild-type mouse virulence and cycloheximide resistance; in gene cluster that includes genes encoding enzymes of GlcNAc catabolism; Spider biofilm repressed	GO:0008645 (hexose transmembrane transport), GO:0015749 (monosaccharide transmembrane transport), GO:0035690 (cellular response to drug), GO:0055085 (transmembrane transport), GO:1990961 (xenobiotic detoxification by transmembrane export across the plasma membrane)	GO:0015145 (monosaccharide transmembrane transporter activity), GO:0022857 (transmembrane transporter activity), GO:0042910 (xenobiotic transmembrane transporter activity)	GO:0016020 (membrane), GO:0016021 (integral component of membrane)	0.410958904109589	0.12211221122112212	73	303	True
Candida_albicans	DUP	Ca22chr7A_C_albicans_SC5314	918812	919744	C7_04230W_A	NRG1	NRG2	0.18731172980374255		OG0000717	1	1	Transcription factor/repressor; regulates chlamydospore formation/hyphal gene induction/virulence and rescue/stress response genes; effects both Tup1 dependent and independent regulation; flow model biofilm induced; Spider biofilm repressed	GO:0000122 (negative regulation of transcription by RNA polymerase II), GO:0000433 (carbon catabolite repression of transcription from RNA polymerase II promoter by glucose), GO:0001410 (chlamydospore formation), GO:0006355 (regulation of transcription, DNA-templated), GO:0009267 (cellular response to starvation), GO:0009372 (quorum sensing), GO:0030447 (filamentous growth), GO:0035690 (cellular response to drug), GO:0036244 (cellular response to neutral pH), GO:0043709 (cell adhesion involved in single-species biofilm formation), GO:0044114 (development of symbiont in host), GO:0045827 (negative regulation of isoprenoid metabolic process), GO:0045892 (negative regulation of transcription, DNA-templated), GO:0060258 (negative regulation of filamentous growth), GO:0071216 (cellular response to biotic stimulus), GO:0097316 (cellular response to N-acetyl-D-glucosamine), GO:1900464 (negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter), GO:2000221 (negative regulation of pseudohyphal growth)	GO:0003690 (double-stranded DNA binding), GO:0003700 (DNA-binding transcription factor activity), GO:0043565 (sequence-specific DNA binding)	GO:0005634 (nucleus)	0.3698630136986301	0.1254125412541254	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	52683	53342	C3_00370C_A	BUD21	BUD21	0.1871042026482441		OG0002234	1	1	Small-subunit processome component; repressed by prostaglandins	GO:0000447 (endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0000462 (maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0000472 (endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)), GO:0006364 (rRNA processing)	GO:0030515 (snoRNA binding), GO:0034511 (U3 snoRNA binding)	GO:0005730 (nucleolus), GO:0032040 (small-subunit processome)	0.3424657534246575	0.12871287128712872	73	303	True
Candida_albicans	DUP	Ca22chr1A_C_albicans_SC5314	34099	34446	C1_00200C_A			0.18550506947052195		OG0005401	1	2	Has domain(s) with predicted nucleic acid binding, nucleotide binding activity	GO:0008150 (biological_process)	GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding)	GO:0005575 (cellular_component)	0.3561643835616438	0.1254125412541254	73	303	True
Candida_albicans	DUP	Ca22chr1A_C_albicans_SC5314	34525	35679	C1_00210C_A		GSF2	0.18550506947052195		OG0002027	1	2	Ortholog(s) have unfolded protein binding activity, role in protein folding, protein localization to cell surface and integral component of endoplasmic reticulum membrane localization	GO:0006457 (protein folding), GO:0034394 (protein localization to cell surface)	GO:0051082 (unfolded protein binding)	GO:0005886 (plasma membrane), GO:0030176 (integral component of endoplasmic reticulum membrane)	0.3561643835616438	0.1254125412541254	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	22745	23092	C3_00170C_A		VTC1	0.18186974194158237		OG0002538	1	1	Ortholog(s) have GTPase regulator activity, mRNA binding activity	GO:0006797 (polyphosphate metabolic process), GO:0006799 (polyphosphate biosynthetic process), GO:0007034 (vacuolar transport), GO:0007264 (small GTPase mediated signal transduction), GO:0016237 (lysosomal microautophagy), GO:0042144 (vacuole fusion, non-autophagic), GO:2000769 (regulation of establishment or maintenance of cell polarity regulating cell shape)	GO:0003729 (mRNA binding), GO:0030695 (GTPase regulator activity)	GO:0000329 (fungal-type vacuole membrane), GO:0005783 (endoplasmic reticulum), GO:0031310 (intrinsic component of vacuolar membrane), GO:0031965 (nuclear membrane), GO:0032153 (cell division site), GO:0033254 (vacuolar transporter chaperone complex)	0.3561643835616438	0.12211221122112212	73	303	True
Candida_albicans	DUP	Ca22chr3A_C_albicans_SC5314	24430	24810	C3_00190W_A			0.18186974194158237		OG0006051	1	1	Ortholog of Candida guilliermondii ATCC 6260 : PGUG_05321, Candida lusitaniae ATCC 42720 : CLUG_00887 and Candida albicans WO-1 : CAWG_02354	GO:0008150 (biological_process)	GO:0003674 (molecular_function)	GO:0005575 (cellular_component)	0.3561643835616438	0.12211221122112212	73	303	True
